18:07:00 ~ 18:07:02	那這樣我今天準備一份簡報
18:50:42 ~ 18:50:46	然後
18:50:46 ~ 18:50:47	然後你要知道
18:50:47 ~ 18:50:48	弗爹燃是
18:50:48 ~ 18:50:49	CAM
18:50:49 ~ 18:50:50	對不對
18:50:50 ~ 18:50:51	CAM
18:50:51 ~ 18:50:52	對
18:50:52 ~ 18:50:53	代表
18:50:53 ~ 18:50:55	你用
18:50:55 ~ 18:50:56	白天
18:50:56 ~ 18:50:57	氣孔是關著的
18:50:57 ~ 18:50:58	所以
18:50:58 ~ 18:50:59	白天
18:50:59 ~ 18:51:01	它沒有水分的真善
18:51:01 ~ 18:51:03	所以
18:51:03 ~ 18:51:04	業編的溫度
18:51:04 ~ 18:51:05	通常
18:51:05 ~ 18:51:06	突然
18:51:06 ~ 18:51:07	業編的溫度
18:51:07 ~ 18:51:08	通常會比空氣溫度
18:51:08 ~ 18:51:10	還稍微高一點
18:51:10 ~ 18:51:11	好
18:51:11 ~ 18:51:12	那是業編
18:51:12 ~ 18:51:14	那是白天
18:51:14 ~ 18:51:15	它跟
18:51:15 ~ 18:51:16	工具
18:51:16 ~ 18:51:17	是很典型的不一樣
18:51:17 ~ 18:51:18	工具
18:51:18 ~ 18:51:19	只要
18:51:19 ~ 18:51:20	氣孔
18:51:20 ~ 18:51:22	是有在真善
18:51:22 ~ 18:51:25	溫度會比空氣溫度低
18:51:25 ~ 18:51:26	所以
18:51:26 ~ 18:51:27	如果你有
18:51:27 ~ 18:51:28	弗爹燃
18:51:28 ~ 18:51:30	這方面的
18:51:30 ~ 18:51:31	數據
18:51:31 ~ 18:51:33	那講起來
18:51:33 ~ 18:51:34	就會可以
18:51:34 ~ 18:51:35	作證
18:51:35 ~ 18:51:37	我們剛剛的那段話
18:51:37 ~ 18:51:39	就是弗爹燃的
18:51:39 ~ 18:51:41	業編溫度
18:51:41 ~ 18:51:44	會比空氣溫度稍微
18:51:44 ~ 18:51:46	白天
18:51:46 ~ 18:51:48	好
18:51:48 ~ 18:51:49	好
18:51:49 ~ 18:51:50	那你如果將來要做
18:51:50 ~ 18:51:52	弗爹燃的實驗
18:51:52 ~ 18:51:54	不管是在
18:51:54 ~ 18:51:57	發揮中心
18:51:57 ~ 18:51:59	或者到業者那邊
18:51:59 ~ 18:52:00	其實
18:52:00 ~ 18:52:02	都有地方去
18:52:02 ~ 18:52:03	都有地方去
18:52:03 ~ 18:52:05	所以
18:52:05 ~ 18:52:07	你這邊就趕快的
18:52:07 ~ 18:52:08	把儀器
18:52:08 ~ 18:52:09	弄穩定了
18:52:09 ~ 18:52:10	弄好了
18:52:10 ~ 18:52:12	然後我們拿出去的
18:52:12 ~ 18:52:13	在業者那邊
18:52:13 ~ 18:52:14	你不要說
18:52:14 ~ 18:52:16	什麼都在實驗是做
18:52:16 ~ 18:52:18	實驗是是把儀器做好
18:52:18 ~ 18:52:19	要拿出去的
18:52:19 ~ 18:52:20	好
18:52:20 ~ 18:52:21	好
18:52:21 ~ 18:52:23	硬這樣就方向
18:52:23 ~ 18:52:24	好
18:52:24 ~ 18:52:28	那大概就
18:52:28 ~ 18:52:30	就是這樣子了
18:52:30 ~ 18:52:31	其他的
18:52:31 ~ 18:52:33	就就都還好了
18:52:33 ~ 18:52:35	好
18:52:35 ~ 18:52:36	好
18:52:36 ~ 18:52:38	上一頁
18:52:38 ~ 18:52:40	再上一頁
18:52:40 ~ 18:52:41	對
18:52:41 ~ 18:52:43	你這邊的參考文獻也是
18:52:43 ~ 18:52:45	剛剛那頁
18:52:45 ~ 18:52:46	上一頁
18:52:46 ~ 18:52:47	對
18:52:47 ~ 18:52:49	你不需要把人家全民都寫出來
18:52:49 ~ 18:52:52	像幾個大陸的那學者
18:52:52 ~ 18:52:55	你就是審張
18:52:55 ~ 18:52:56	還有零零張
18:52:56 ~ 18:52:58	就是兩個張
18:52:58 ~ 18:53:00	那就是
18:53:00 ~ 18:53:02	張 張 兩個
18:53:02 ~ 18:53:04	2022
18:53:04 ~ 18:53:06	OK
18:53:10 ~ 18:53:12	好
18:53:12 ~ 18:53:14	好
18:53:14 ~ 18:53:17	聽到
18:53:17 ~ 18:53:19	文獻
18:53:21 ~ 18:53:23	就是
18:53:23 ~ 18:53:24	籃口公司的這一台
18:53:24 ~ 18:53:26	 emulate 620
18:53:26 ~ 18:53:27	光核作用一樣
18:53:27 ~ 18:53:28	捏
18:53:28 ~ 18:53:29	就是
18:53:29 ~ 18:53:31	中官的榜位好像有買一台
18:53:31 ~ 18:53:33	跟 應該是
18:53:33 ~ 18:53:34	我這 project
18:53:34 ~ 18:53:36	他應該有跟籃口取得
18:53:36 ~ 18:53:37	受到證明
18:53:37 ~ 18:53:38	不然 he
18:53:38 ~ 18:53:41	改做機器
18:53:41 ~ 18:53:43	哪...
18:53:44 ~ 18:53:46	我們植物工廠
18:53:46 ~ 18:53:48	也有一台光核作用的
18:53:48 ~ 18:53:50	兩側一樣
18:53:50 ~ 18:53:51	在
18:53:51 ~ 18:53:53	楊文如老師的學生
18:53:53 ~ 18:53:54	那邊在用
18:53:54 ~ 18:53:56	以前他的學生
18:53:56 ~ 18:53:57	有用
18:53:57 ~ 18:53:58	那後來
18:53:58 ~ 18:53:59	他交接給誰
18:53:59 ~ 18:54:00	我也搞怪清楚
18:54:00 ~ 18:54:01	要問一下
18:54:02 ~ 18:54:04	你要是這一款嗎
18:54:04 ~ 18:54:05	不一樣不一樣
18:54:05 ~ 18:54:07	我們是另外一個公司的
18:54:08 ~ 18:54:11	我們來口是最貴的
18:54:11 ~ 18:54:12	我們那個
18:54:12 ~ 18:54:14	那台應該是一台
18:54:14 ~ 18:54:15	一台
18:54:15 ~ 18:54:16	一台
18:54:16 ~ 18:54:18	的設備了
18:54:20 ~ 18:54:21	好
18:54:21 ~ 18:54:22	你那個兩個張
18:54:22 ~ 18:54:23	你要用 end
18:54:23 ~ 18:54:24	兩個人
18:54:24 ~ 18:54:26	你要用 end 連接了
18:54:26 ~ 18:54:28	不是斗號了
18:54:36 ~ 18:54:37	等一下
18:54:39 ~ 18:54:41	那原本我是用
18:54:42 ~ 18:54:43	根本是用
18:54:43 ~ 18:54:44	像玻璃的
18:54:44 ~ 18:54:45	那我現在是改一種紅
18:54:45 ~ 18:54:46	作業
18:54:46 ~ 18:54:47	再繼續拍攝
18:54:47 ~ 18:54:48	這樣
18:54:48 ~ 18:54:49	就是
18:54:49 ~ 18:54:50	對
18:54:56 ~ 18:54:57	那你說
18:54:57 ~ 18:54:58	等一下上一頁
18:54:58 ~ 18:54:59	你說你可以
18:54:59 ~ 18:55:01	楊側一二三四
18:55:01 ~ 18:55:02	空氣溫度
18:55:02 ~ 18:55:03	濕度
18:55:03 ~ 18:55:04	夜片溫度
18:55:04 ~ 18:55:06	二氧化燦濃度
18:55:06 ~ 18:55:07	但是
18:55:07 ~ 18:55:08	但是你的數據
18:55:08 ~ 18:55:09	對
18:55:11 ~ 18:55:12	數據的話
18:55:12 ~ 18:55:13	目前是
18:55:13 ~ 18:55:14	我目前沒有
18:55:14 ~ 18:55:15	把它整理成
18:55:15 ~ 18:55:16	主持的數據
18:55:16 ~ 18:55:17	這只有
18:55:17 ~ 18:55:18	我現在
18:55:18 ~ 18:55:19	就是跟上次
18:55:19 ~ 18:55:19	
18:55:19 ~ 18:55:20	對啊
18:55:20 ~ 18:55:21	那你
18:55:21 ~ 18:55:22	你沒有講
18:55:22 ~ 18:55:23	你有
18:55:23 ~ 18:55:24	良氣
18:55:24 ~ 18:55:25	可是你
18:55:25 ~ 18:55:26	後面的數據
18:55:26 ~ 18:55:27	又說有氣
18:55:29 ~ 18:55:30	所以你
18:55:30 ~ 18:55:31	這邊兩色項目
18:55:31 ~ 18:55:32	應該可以加上
18:55:32 ~ 18:55:33	大氣啊
18:55:39 ~ 18:55:41	根
18:55:45 ~ 18:55:47	夜片表面溫度
18:55:47 ~ 18:55:48	不需要寫得這麼複雜
18:55:48 ~ 18:55:49	你就是
18:55:49 ~ 18:55:50	夜溫兩個字
18:55:50 ~ 18:55:51	就結束了
18:55:54 ~ 18:55:55	夜溫大氣壓力
18:55:55 ~ 18:55:57	然後氣溫
18:55:58 ~ 18:56:00	空氣溫 濕度
18:56:03 ~ 18:56:04	氣溫
18:56:04 ~ 18:56:05	什麼
18:56:05 ~ 18:56:06	空氣濕度
18:56:06 ~ 18:56:07	二氧化燦濃度
18:56:07 ~ 18:56:09	這樣就好了
18:56:10 ~ 18:56:11	那你
18:56:11 ~ 18:56:12	你有
18:56:12 ~ 18:56:13	譬如說
18:56:13 ~ 18:56:15	一整天的數據嗎
18:56:16 ~ 18:56:17	有
18:56:17 ~ 18:56:18	對
18:56:18 ~ 18:56:19	那就畫一個圖吧
18:56:19 ~ 18:56:20	你畫一整天
18:56:20 ~ 18:56:22	或者畫一個禮拜
18:56:22 ~ 18:56:23	其實圖稱
18:56:23 ~ 18:56:25	可是主持的變化期間
18:56:25 ~ 18:56:26	對
18:56:26 ~ 18:56:27	對
18:56:27 ~ 18:56:29	一張照片
18:56:29 ~ 18:56:30	那是照片
18:56:30 ~ 18:56:33	你數據是多久兩一次
18:56:33 ~ 18:56:34	也是二十分鐘
18:56:34 ~ 18:56:35	也是二十分鐘
18:56:35 ~ 18:56:36	一比
18:56:36 ~ 18:56:37	對
18:56:39 ~ 18:56:40	是可以
18:56:40 ~ 18:56:42	我可以在調密集點
18:56:42 ~ 18:56:43	因為當初是想說
18:56:43 ~ 18:56:45	跟照片當下的
18:56:45 ~ 18:56:46	資料吧
18:56:46 ~ 18:56:47	沒關係啦
18:56:47 ~ 18:56:47	
18:56:47 ~ 18:56:48	五二十分鐘
18:56:48 ~ 18:56:49	也不會變太多
18:56:51 ~ 18:56:52	對
18:56:52 ~ 18:56:53	你至少
18:56:53 ~ 18:56:54	畫一下
18:56:54 ~ 18:56:55	讓人家看
18:56:55 ~ 18:56:56	你看一下
18:56:56 ~ 18:56:58	你這個環境的
18:56:58 ~ 18:56:59	溫度
18:56:59 ~ 18:57:01	濕度的變化
18:57:01 ~ 18:57:02	是
18:57:02 ~ 18:57:04	整天不太變化
18:57:04 ~ 18:57:06	還是會有
18:57:06 ~ 18:57:07	平度的變化
18:57:07 ~ 18:57:10	只是你這個室內
18:57:10 ~ 18:57:13	並沒有種太多植物
18:57:13 ~ 18:57:14	對
18:57:14 ~ 18:57:15	你是Youtube
18:57:15 ~ 18:57:16	就一直維持
18:57:16 ~ 18:57:17	蠻高的
18:57:17 ~ 18:57:19	Youtube
18:57:19 ~ 18:57:21	其實看
18:57:21 ~ 18:57:22	那是蠻高的
18:57:24 ~ 18:57:25	Youtube
18:57:25 ~ 18:57:27	其實有時候會遇到
18:57:27 ~ 18:57:28	鋼屏要換的時候
18:57:28 ~ 18:57:29	所以他有時候會
18:57:29 ~ 18:57:30	撿到
18:57:30 ~ 18:57:31	四五百
18:57:31 ~ 18:57:32	可是他會看
18:57:32 ~ 18:57:34	你就是有變化
18:57:34 ~ 18:57:35	有變化
18:57:35 ~ 18:57:36	對
18:57:36 ~ 18:57:38	好的
18:57:38 ~ 18:57:41	就秀一個連續的
18:57:41 ~ 18:57:43	連續的數據
18:57:43 ~ 18:57:47	不要只有一筆數值而已
18:58:03 ~ 18:58:04	你那個補徒
18:58:04 ~ 18:58:05	應該寫到
18:58:05 ~ 18:58:06	寫到那個
18:58:06 ~ 18:58:08	梁冊項目那邊
18:58:15 ~ 18:58:15	
18:58:15 ~ 18:58:17	這個地方補徒
18:58:20 ~ 18:58:22	然後你那個溫度範圍
18:58:22 ~ 18:58:23	那個
18:58:23 ~ 18:58:24	右邊的那個
18:58:24 ~ 18:58:25	應該放在
18:58:25 ~ 18:58:27	跟溫度範圍放在一起
18:58:30 ~ 18:58:31	這時候人家還知道
18:58:31 ~ 18:58:33	你在說什麼
18:58:33 ~ 18:58:35	我這邊我再看怎麼拍
18:58:35 ~ 18:58:37	這個板面
18:58:37 ~ 18:58:39	你這邊可以分成好幾頁
18:58:39 ~ 18:58:42	不需要說全部集中在這一頁
18:58:42 ~ 18:58:45	然後全部頁值都趕頁片
18:58:58 ~ 18:59:00	好再來
18:59:02 ~ 18:59:07	那個什麼休課程這個
18:59:12 ~ 18:59:15	休課就好了
18:59:15 ~ 18:59:18	休課程機以及四個好規劃
18:59:18 ~ 18:59:21	休課級四個好規劃
18:59:24 ~ 18:59:25	好
18:59:25 ~ 18:59:26	好
18:59:26 ~ 18:59:28	好
18:59:28 ~ 18:59:30	再來
18:59:30 ~ 18:59:31	好再來
18:59:46 ~ 18:59:50	老師那叫我是不是要先發新奇
18:59:50 ~ 18:59:52	這會前會開完之後
18:59:52 ~ 18:59:55	我要先趕外寫先給周周瑞老師
18:59:55 ~ 18:59:58	說要請他幫忙出題
18:59:58 ~ 19:00:02	那個等這兩天完了之後再說吧
19:00:02 ~ 19:00:04	我可以
19:00:04 ~ 19:00:06	我會跟他說的
19:00:11 ~ 19:00:13	那你可是你打算什麼時候
19:00:13 ~ 19:00:15	要跟老師們講
19:00:16 ~ 19:00:17	好
19:00:17 ~ 19:00:18	我寫
19:00:19 ~ 19:00:21	我是有些科目我有點想說
19:00:21 ~ 19:00:23	等這個還要考完
19:00:23 ~ 19:00:25	之後我再繼續
19:00:25 ~ 19:00:27	繼續休課這樣
19:00:29 ~ 19:00:30	那個
19:00:30 ~ 19:00:31	那個
19:00:31 ~ 19:00:34	那是你自己的科目的話那個沒關係
19:00:34 ~ 19:00:35	OK
19:00:51 ~ 19:00:54	我們這是
19:00:55 ~ 19:00:57	是
19:01:10 ~ 19:01:12	OK
19:01:12 ~ 19:01:15	好那這樣子應該OK了
19:01:15 ~ 19:01:17	OK
19:01:17 ~ 19:01:18	好
19:01:18 ~ 19:01:20	那明天
19:01:20 ~ 19:01:22	明天是8點的
19:01:22 ~ 19:01:24	對明天晚上8點
19:01:24 ~ 19:01:25	明天晚上是8點
19:01:25 ~ 19:01:26	OK
19:01:26 ~ 19:01:27	好
19:01:27 ~ 19:01:28	你再去改吧
19:01:28 ~ 19:01:30	要補的再去休課
19:01:30 ~ 19:01:31	好
19:01:31 ~ 19:01:32	好
19:01:32 ~ 19:01:33	再見
19:01:33 ~ 19:01:34	好
19:01:34 ~ 19:01:35	OK
19:01:35 ~ 19:01:36	謝謝老師
