20:04:00 ~ 20:04:05	大家請問大家有看到我的簡報的話面嗎
20:51:02 ~ 20:51:04	Dr.就是老師的意思
20:51:04 ~ 20:51:05	有執照的老師的意思
20:51:05 ~ 20:51:07	所以你一定要選一門
20:51:07 ~ 20:51:09	你的資格考
20:51:09 ~ 20:51:10	專攻
20:51:10 ~ 20:51:12	兩門也可以
20:51:12 ~ 20:51:14	那他周遭還會有很多的
20:51:14 ~ 20:51:15	東西你要去
20:51:15 ~ 20:51:16	Pick up起來
20:51:16 ~ 20:51:18	所以這是你要去想的
20:51:18 ~ 20:51:19	那第二個來講的話
20:51:19 ~ 20:51:21	就是因為這個專攻
20:51:21 ~ 20:51:23	會具有
20:51:23 ~ 20:51:25	比試之外
20:51:25 ~ 20:51:26	也會帶進你的
20:51:26 ~ 20:51:28	博士論文的理論
20:51:28 ~ 20:51:31	博士論文也是要理論的
20:51:31 ~ 20:51:33	那這個
20:51:33 ~ 20:51:34	這樣之後呢
20:51:34 ~ 20:51:36	才會最後面
20:51:36 ~ 20:51:37	剛剛講第三位
20:51:37 ~ 20:51:38	就是你要
20:51:38 ~ 20:51:39	PAPE發表的規劃
20:51:39 ~ 20:51:41	那通常
20:51:41 ~ 20:51:43	我看你的這種題目來講話
20:51:43 ~ 20:51:44	你將來如果
20:51:44 ~ 20:51:45	在發
20:51:45 ~ 20:51:46	你如果發兩篇PAPE為例
20:51:46 ~ 20:51:47	你可能約一篇
20:51:47 ~ 20:51:49	是你的技術核心
20:51:49 ~ 20:51:50	一篇是
20:51:50 ~ 20:51:51	事物應用
20:51:51 ~ 20:51:53	或產業應用
20:51:53 ~ 20:51:54	那這兩種
20:51:54 ~ 20:51:55	論文
20:51:55 ~ 20:51:56	當然它
20:51:56 ~ 20:51:57	產業應用可以很大
20:51:57 ~ 20:51:58	你可以像我們
20:51:58 ~ 20:51:59	就像我們團隊
20:51:59 ~ 20:52:00	那時候你有自己的團隊
20:52:00 ~ 20:52:02	那是大論文沒有問題
20:52:02 ~ 20:52:03	所以從那邊去
20:52:03 ~ 20:52:05	Demo你有整合的能力
20:52:05 ~ 20:52:06	這個我想你之前
20:52:06 ~ 20:52:07	已經做得很好的
20:52:07 ~ 20:52:08	那關鍵技術
20:52:08 ~ 20:52:10	那一篇的論文
20:52:10 ~ 20:52:12	盡量去扣緊
20:52:12 ~ 20:52:14	你的這個
20:52:14 ~ 20:52:16	比式的科目
20:52:16 ~ 20:52:17	跟學理
20:52:17 ~ 20:52:19	我覺得整個學習效果
20:52:19 ~ 20:52:21	在博士球友階段
20:52:21 ~ 20:52:22	會比較好
20:52:22 ~ 20:52:24	我是這樣的建議
20:52:24 ~ 20:52:25	所以總共給你九點建議
20:52:25 ~ 20:52:27	你有記住嗎
20:52:27 ~ 20:52:28	有
20:52:28 ~ 20:52:29	我已經記下來
20:52:29 ~ 20:52:30	好
20:52:30 ~ 20:52:31	那就這樣子
20:52:31 ~ 20:52:31	
20:52:31 ~ 20:52:32	那方老師我大概
20:52:32 ~ 20:52:33	就是給這個康美跟建議
20:52:33 ~ 20:52:34	謝謝
20:52:36 ~ 20:52:37	好那個謝謝
20:52:37 ~ 20:52:40	林齊老師的九點建議
20:52:40 ~ 20:52:41	那個
20:52:41 ~ 20:52:43	記不住也沒關係
20:52:43 ~ 20:52:44	反正有路
20:52:44 ~ 20:52:46	有路下來
20:52:46 ~ 20:52:47	所以他
20:52:47 ~ 20:52:49	在重新領域就好了
20:52:49 ~ 20:52:51	好
20:52:51 ~ 20:52:53	那那個
20:52:53 ~ 20:52:54	少元你自己
20:52:54 ~ 20:52:56	還有什麼要補充的
20:52:56 ~ 20:52:59	我
20:52:59 ~ 20:53:01	稍微補充一下
20:53:01 ~ 20:53:02	我現在對於
20:53:02 ~ 20:53:04	現在的一個方向的一個想法
20:53:04 ~ 20:53:05	因為我覺得
20:53:05 ~ 20:53:08	老師們都很關心
20:53:08 ~ 20:53:10	這台做出來到底要做什麼用
20:53:10 ~ 20:53:12	其實在一開始的想像裡面
20:53:12 ~ 20:53:13	我就連
20:53:13 ~ 20:53:14	就是我們今年有去看
20:53:14 ~ 20:53:16	一些現場的一些三星
20:53:16 ~ 20:53:17	或者一些
20:53:17 ~ 20:53:18	就是
20:53:18 ~ 20:53:19	讓去年年底有去
20:53:19 ~ 20:53:21	平和大家去看現現場的情況
20:53:21 ~ 20:53:24	那其實我一開始的想像是
20:53:24 ~ 20:53:25	有點像做
20:53:25 ~ 20:53:27	來空那種手指射這輩
20:53:27 ~ 20:53:28	就是一台拉手上
20:53:28 ~ 20:53:30	好今天我覺得說
20:53:30 ~ 20:53:31	好像
20:53:31 ~ 20:53:32	植物生長的時候
20:53:32 ~ 20:53:33	我覺得好像
20:53:33 ~ 20:53:36	要看點什麼的電話的時候
20:53:36 ~ 20:53:37	比如說他現在是不是
20:53:37 ~ 20:53:38	去種生的遇到逆境
20:53:38 ~ 20:53:39	這種關閉
20:53:39 ~ 20:53:40	高文明
20:53:40 ~ 20:53:41	高文這種關閉的時候
20:53:41 ~ 20:53:43	那我是希望說
20:53:43 ~ 20:53:45	有一個設備可以直接的
20:53:45 ~ 20:53:47	直接就可以付出現場的樂園區
20:53:47 ~ 20:53:48	做一個觀察這樣
20:53:48 ~ 20:53:50	那這個是一開始對於
20:53:50 ~ 20:53:51	這個想像
20:53:51 ~ 20:53:52	因為
20:53:52 ~ 20:53:53	在
20:53:53 ~ 20:53:54	在
20:53:54 ~ 20:53:55	有些的
20:53:55 ~ 20:53:56	若是大
20:53:56 ~ 20:53:58	大範圍的觀察的話
20:53:58 ~ 20:53:59	就有時候
20:53:59 ~ 20:54:00	反而會不容易看
20:54:00 ~ 20:54:01	我要看的那
20:54:01 ~ 20:54:02	那幾顆的
20:54:02 ~ 20:54:03	植物
20:54:03 ~ 20:54:04	比如說蘭花
20:54:04 ~ 20:54:05	是一組一組的
20:54:05 ~ 20:54:06	那
20:54:06 ~ 20:54:07	對
20:54:07 ~ 20:54:08	有可能會是這樣情況
20:54:08 ~ 20:54:09	那我
20:54:09 ~ 20:54:09	
20:54:09 ~ 20:54:10	一開始會
20:54:10 ~ 20:54:11	有點
20:54:11 ~ 20:54:12	往這個方向做的是一個設計
20:54:12 ~ 20:54:13	那
20:54:13 ~ 20:54:14	其實在
20:54:14 ~ 20:54:15	目前
20:54:15 ~ 20:54:16	又回到
20:54:16 ~ 20:54:17	曾經掃師所提到的
20:54:17 ~ 20:54:19	就供應一點點問題
20:54:19 ~ 20:54:20	那
20:54:20 ~ 20:54:21	我
20:54:21 ~ 20:54:22	就是
20:54:22 ~ 20:54:23	在這些設計
20:54:23 ~ 20:54:24	上來講話
20:54:24 ~ 20:54:25	我會比較
20:54:25 ~ 20:54:26	傾向說
20:54:26 ~ 20:54:27	提出一個方法
20:54:27 ~ 20:54:28	那
20:54:28 ~ 20:54:29	在
20:54:29 ~ 20:54:29	
20:54:29 ~ 20:54:30	因為其實
20:54:30 ~ 20:54:31	IOT東西變得太快了
20:54:31 ~ 20:54:32	對
20:54:32 ~ 20:54:33	現在
20:54:33 ~ 20:54:34	可能
20:54:34 ~ 20:54:35	三年前看到
20:54:35 ~ 20:54:36	現在的設備
20:54:36 ~ 20:54:37	跟三年後看到
20:54:37 ~ 20:54:38	現在設備其實會完全的
20:54:38 ~ 20:54:39	不同的
20:54:39 ~ 20:54:41	不同的樣態了
20:54:41 ~ 20:54:42	所以其實
20:54:42 ~ 20:54:43	我比較想說
20:54:43 ~ 20:54:44	提出的方法
20:54:44 ~ 20:54:45	就點我現在
20:54:45 ~ 20:54:46	影像圖裏的過程當中
20:54:46 ~ 20:54:47	我看到你動的
20:54:47 ~ 20:54:48	什麼來動
20:54:48 ~ 20:54:49	今天
20:54:49 ~ 20:54:50	如果有換到新的設備
20:54:50 ~ 20:54:51	更好的設備來講
20:54:51 ~ 20:54:52	它可以直接的抽換
20:54:52 ~ 20:54:53	那對於
20:54:53 ~ 20:54:54	就不會說
20:54:54 ~ 20:54:55	這台設備
20:54:55 ~ 20:54:56	英體
20:54:56 ~ 20:54:57	有時候
20:54:57 ~ 20:54:58	英體開發可能一兩年
20:54:58 ~ 20:54:59	開發完之後
20:54:59 ~ 20:55:00	下一代出來
20:55:00 ~ 20:55:01	其實不是
20:55:01 ~ 20:55:03	會有一點
20:55:03 ~ 20:55:04	一直在重工
20:55:04 ~ 20:55:05	對的概念
20:55:05 ~ 20:55:06	對
20:55:06 ~ 20:55:07	那我會想說
20:55:07 ~ 20:55:08	影像這部分
20:55:08 ~ 20:55:09	OK
20:55:09 ~ 20:55:10	那我現在
20:55:10 ~ 20:55:11	是不是
20:55:11 ~ 20:55:12	盡量
20:55:12 ~ 20:55:13	低什麼方式做
20:55:13 ~ 20:55:14	那也是做得到
20:55:14 ~ 20:55:15	那
20:55:15 ~ 20:55:16	就可以繼續的
20:55:16 ~ 20:55:17	做法去這樣
20:55:17 ~ 20:55:18	那我相信
20:55:18 ~ 20:55:19	之後的英體
20:55:19 ~ 20:55:20	一定會更厲害
20:55:20 ~ 20:55:21	對
20:55:21 ~ 20:55:22	對
20:55:22 ~ 20:55:23	那目前
20:55:23 ~ 20:55:24	我看一下
20:55:24 ~ 20:55:25	對
20:55:25 ~ 20:55:26	目前
20:55:26 ~ 20:55:27	的話
20:55:27 ~ 20:55:29	這大概是這個方向
20:55:29 ~ 20:55:31	上次我的步驟
20:55:31 ~ 20:55:32	來
20:55:32 ~ 20:55:33	好
20:55:33 ~ 20:55:34	那個
20:55:34 ~ 20:55:35	當然
20:55:35 ~ 20:55:36	這一次
20:55:36 ~ 20:55:37	這設備
20:55:37 ~ 20:55:38	能夠做成
20:55:38 ~ 20:55:39	攜帶式的
20:55:39 ~ 20:55:40	然後
20:55:40 ~ 20:55:41	讓業者
20:55:41 ~ 20:55:42	將來
20:55:42 ~ 20:55:43	你的
20:55:43 ~ 20:55:44	Potential
20:55:44 ~ 20:55:45	的User
20:55:45 ~ 20:55:46	讓農民
20:55:46 ~ 20:55:48	或者是研究單位的人
20:55:48 ~ 20:55:49	可以拿著一氣
20:55:49 ~ 20:55:50	然後對
20:55:50 ~ 20:55:52	特定的幾株
20:55:52 ~ 20:55:54	然後去拍個照
20:55:54 ~ 20:55:55	然後
20:55:55 ~ 20:55:56	可以知道
20:55:56 ~ 20:55:57	葉溫
20:55:57 ~ 20:55:58	然後你馬上可以告訴他
20:55:58 ~ 20:56:00	跟氣溫之間的差
20:56:00 ~ 20:56:01	然後
20:56:01 ~ 20:56:04	他的CO2的狀態是什麼
20:56:04 ~ 20:56:05	你如果要去
20:56:05 ~ 20:56:08	瞭解CO2的狀態
20:56:08 ~ 20:56:09	你可能就變得
20:56:09 ~ 20:56:11	要是一個特殊的一氣
20:56:11 ~ 20:56:13	他必須要在一個
20:56:13 ~ 20:56:14	譬如說
20:56:14 ~ 20:56:15	有幾株座物
20:56:15 ~ 20:56:16	然後把它放在一個
20:56:16 ~ 20:56:18	密閉的艙裡面
20:56:18 ~ 20:56:20	你這樣才能夠觀察出
20:56:20 ~ 20:56:22	被植物的利用
20:56:22 ~ 20:56:24	然後CO2被吸收
20:56:24 ~ 20:56:25	或者是
20:56:25 ~ 20:56:27	就是他的
20:56:27 ~ 20:56:29	進出了
20:56:29 ~ 20:56:31	所以這是兩個方向
20:56:31 ~ 20:56:33	所以你如果說是要
20:56:33 ~ 20:56:35	攜帶式的
20:56:35 ~ 20:56:36	攜帶式的
20:56:36 ~ 20:56:37	良CO2
20:56:37 ~ 20:56:39	異議不太大
20:56:39 ~ 20:56:42	可是你如果是一個固定的
20:56:42 ~ 20:56:44	擺在一個固定位
20:56:44 ~ 20:56:46	你可能還要搭配
20:56:46 ~ 20:56:47	譬如
20:56:47 ~ 20:56:48	像以前
20:56:48 ~ 20:56:49	我們做
20:56:49 ~ 20:56:50	做電節水的
20:56:50 ~ 20:56:52	一個面菌的實驗
20:56:52 ~ 20:56:54	我們會有一個暴露艙
20:56:54 ~ 20:56:56	有個暴露艙
20:56:56 ~ 20:56:59	那個動物關在裡面
20:56:59 ~ 20:57:01	然後把電節水的霧氣
20:57:01 ~ 20:57:03	把它給噴進去
20:57:03 ~ 20:57:05	然後是做一個比較
20:57:05 ~ 20:57:07	定量而不是一個定性的
20:57:07 ~ 20:57:10	一個實驗的一氣
20:57:10 ~ 20:57:12	所以
20:57:12 ~ 20:57:17	就看你自己的定位在哪裡
20:57:17 ~ 20:57:19	是攜帶式
20:57:19 ~ 20:57:22	就會以
20:57:22 ~ 20:57:25	不會是以CO2為重點
20:57:25 ~ 20:57:27	固定式
20:57:27 ~ 20:57:29	固定式的才有機會
20:57:29 ~ 20:57:32	去瞭解這個CO2的
20:57:32 ~ 20:57:35	包括水氣的小掌
20:57:35 ~ 20:57:38	進出的一個量
20:57:38 ~ 20:57:39	好吧
20:57:39 ~ 20:57:43	以上就是提供你參考了
20:57:43 ~ 20:57:45	基本上
20:57:45 ~ 20:57:46	老师們
20:57:46 ~ 20:57:48	給你這麼多意見
20:57:48 ~ 20:57:51	應該就是會讓你
20:57:51 ~ 20:57:52	通過
20:57:52 ~ 20:57:55	你需要去考資格考了
20:57:55 ~ 20:57:56	所以
20:57:56 ~ 20:57:58	這個
20:57:58 ~ 20:58:00	提出申請
20:58:00 ~ 20:58:01	這個通過
20:58:01 ~ 20:58:03	應該是沒有問題
20:58:03 ~ 20:58:05	所以接下來就是
20:58:05 ~ 20:58:09	你要準備考這三門
20:58:09 ~ 20:58:10	那
20:58:10 ~ 20:58:11	林老師
20:58:11 ~ 20:58:13	周老師這邊
20:58:13 ~ 20:58:15	我會跟他們聯繫
20:58:15 ~ 20:58:17	那你看你什麼時候
20:58:17 ~ 20:58:19	就三個老師的考
20:58:19 ~ 20:58:21	是順序
20:58:21 ~ 20:58:22	可能
20:58:22 ~ 20:58:24	其他兩位老師先
20:58:24 ~ 20:58:26	我這門課你
20:58:26 ~ 20:58:28	你排在最後
20:58:28 ~ 20:58:29	然後
20:58:29 ~ 20:58:31	各
20:58:31 ~ 20:58:34	現在6月多
20:58:34 ~ 20:58:35	你說8月
20:58:35 ~ 20:58:36	口勢要完成
20:58:36 ~ 20:58:37	所以
20:58:37 ~ 20:58:39	一個
20:58:39 ~ 20:58:40	一個老師的
20:58:40 ~ 20:58:41	他出題目
20:58:41 ~ 20:58:42	也要時間
20:58:42 ~ 20:58:43	所以
20:58:43 ~ 20:58:45	可能我們要早點
20:58:45 ~ 20:58:46	跟他們兩位
20:58:46 ~ 20:58:48	兩位老師講
20:58:48 ~ 20:58:50	那你大概心裡
20:58:50 ~ 20:58:51	有底吧
20:58:51 ~ 20:58:52	過去的經驗
20:58:52 ~ 20:58:53	就是
20:58:53 ~ 20:58:54	一個老師的題目
20:58:54 ~ 20:58:55	大概都是
20:58:55 ~ 20:58:57	給你兩個禮拜的時間
20:58:57 ~ 20:58:59	那
20:58:59 ~ 20:59:01	三個老師
20:59:01 ~ 20:59:02	這個就
20:59:02 ~ 20:59:04	一個半月的時間
20:59:04 ~ 20:59:06	所以
20:59:06 ~ 20:59:07	6月
20:59:07 ~ 20:59:08	7月開始
20:59:08 ~ 20:59:10	7月到8月底
20:59:10 ~ 20:59:11	這兩個月
20:59:11 ~ 20:59:12	你會
20:59:12 ~ 20:59:13	基本上你沒有暑假
20:59:13 ~ 20:59:14	簡單講
20:59:14 ~ 20:59:15	就是
20:59:15 ~ 20:59:17	就是這個樣子
20:59:17 ~ 20:59:19	好
20:59:19 ~ 20:59:20	那
20:59:20 ~ 20:59:21	那
20:59:21 ~ 20:59:22	今天
20:59:22 ~ 20:59:23	一個小題目
20:59:23 ~ 20:59:24	就是
20:59:24 ~ 20:59:24	
20:59:24 ~ 20:59:25	你可能
20:59:25 ~ 20:59:26	要跟大家
20:59:26 ~ 20:59:26	
20:59:26 ~ 20:59:27	初
20:59:27 ~ 20:59:28	的
20:59:28 ~ 20:59:28	
20:59:28 ~ 20:59:29	不要
20:59:29 ~ 20:59:30	吹到9月
20:59:30 ~ 20:59:31	15號
20:59:31 ~ 20:59:32	因為我記得
20:59:32 ~ 20:59:33	戲上的時間
20:59:33 ~ 20:59:34	好像是
20:59:34 ~ 20:59:35	9月
20:59:35 ~ 20:59:36	是
20:59:36 ~ 20:59:37	 Daylight
20:59:37 ~ 20:59:38	所以
20:59:38 ~ 20:59:39	老師們
20:59:39 ~ 20:59:40	要聽你的
20:59:40 ~ 20:59:41	 pre-linked
20:59:41 ~ 20:59:42	報告
20:59:42 ~ 20:59:43	要是
20:59:43 ~ 20:59:44	9月
20:59:44 ~ 20:59:45	最好
20:59:45 ~ 20:59:46	是10號
20:59:46 ~ 20:59:47	附近
20:59:47 ~ 20:59:48	那你
20:59:48 ~ 20:59:50	是10號
20:59:50 ~ 20:59:51	約
20:59:51 ~ 20:59:52	所以
20:59:52 ~ 20:59:54	要留意一下
20:59:54 ~ 20:59:54	
20:59:54 ~ 20:59:55	那一次
20:59:55 ~ 20:59:57	不要透過視訊
20:59:57 ~ 20:59:58	對
20:59:58 ~ 21:00:00	好
21:00:00 ~ 21:00:01	這
21:00:01 ~ 21:00:02	是
21:00:02 ~ 21:00:03	平時
21:00:03 ~ 21:00:04	對
21:00:04 ~ 21:00:05	這裡面
21:00:05 ~ 21:00:06	所有的人
21:00:06 ~ 21:00:07	可能
21:00:07 ~ 21:00:08	就是
21:00:08 ~ 21:00:09	財富
21:00:09 ~ 21:00:10	跟江在
21:00:10 ~ 21:00:11	老師
21:00:11 ~ 21:00:12	他們
21:00:12 ~ 21:00:13	兩位
21:00:13 ~ 21:00:14	陳天琪
21:00:14 ~ 21:00:15	現在
21:00:15 ~ 21:00:16	跟他約晚上
21:00:16 ~ 21:00:17	就沒問題
21:00:17 ~ 21:00:18	可以
21:00:18 ~ 21:00:19	排
21:00:19 ~ 21:00:20	白天你也很忙
21:00:20 ~ 21:00:21	就
21:00:21 ~ 21:00:22	副教會
21:00:22 ~ 21:00:24	事情很多
21:00:24 ~ 21:00:25	這裡面應該
21:00:25 ~ 21:00:27	現在我最嫌了
21:00:27 ~ 21:00:29	好吧
21:00:29 ~ 21:00:30	反正
21:00:30 ~ 21:00:31	你最有智慧
21:00:31 ~ 21:00:32	不是最嫌的
21:00:32 ~ 21:00:34	你
21:00:34 ~ 21:00:35	再說吧
21:00:35 ~ 21:00:37	那個
21:00:37 ~ 21:00:38	少元
21:00:38 ~ 21:00:39	這樣子時間
